age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
44,Male,Urban,1558656,622,837251,48,2,2,0
30,Male,Urban,539916,755,901188,36,7,0,0
55,Male,Urban,1294405,834,377249,48,25,4,1
60,Female,Urban,1248851,881,639919,24,30,5,0
38,Male,Urban,125436,582,873691,36,26,4,0
44,Female,Rural,1468171,641,860745,72,37,4,1
63,Male,Urban,302428,717,314339,24,0,0,0
23,Male,Urban,1005033,492,747750,36,32,1,0
55,Female,Urban,686719,591,799340,36,16,0,0
28,Male,Urban,771000,820,485727,60,31,0,1
64,Male,Urban,208507,663,465331,36,40,3,0
58,Male,Urban,1740562,836,440559,72,40,3,1
34,Male,Rural,280770,377,803719,12,36,4,0
56,Female,Urban,1552846,701,80976,36,20,5,1
24,Female,Rural,257624,765,708344,36,20,3,0
47,Male,Urban,909631,540,710836,24,27,5,0
38,Female,Urban,397598,582,341674,36,5,5,0
18,Female,Rural,1725901,820,485025,48,35,1,1
42,Female,Urban,1205443,414,674629,72,4,1,0
49,Male,Rural,413414,346,732268,24,39,3,0
25,Male,Urban,1943593,373,739479,24,34,2,0
22,Male,Urban,1699277,895,907175,24,33,4,1
47,Male,Rural,606465,461,592857,24,8,5,0
25,Male,Urban,1192192,657,695350,48,34,4,0
36,Male,Rural,1022137,752,926283,24,9,4,0
61,Male,Urban,670543,329,754219,72,28,4,0
47,Female,Rural,1853263,300,475922,24,13,1,0
32,Male,Urban,1646252,837,608057,48,5,5,0
53,Male,Urban,1710397,498,990015,72,21,1,0
61,Male,Urban,492416,562,459395,36,15,4,0
44,Female,Urban,1512549,664,378258,12,18,2,1
30,Female,Urban,198787,304,672102,36,40,0,0
31,Female,Urban,827233,895,70634,72,10,5,1
54,Female,Rural,1373980,747,883065,48,29,4,0
65,Female,Rural,1898662,322,484494,36,4,1,0
47,Female,Urban,174039,730,946874,24,35,1,0
56,Male,Urban,498621,507,319319,48,6,5,0
64,Female,Urban,1312141,468,686295,48,12,5,0
30,Female,Urban,1646806,758,581886,12,14,5,0
33,Female,Rural,1104249,632,171888,12,3,0,1
61,Male,Rural,1350520,493,340175,72,34,0,0
24,Male,Urban,1752128,685,210777,72,4,2,1
65,Male,Urban,395429,618,413887,36,12,1,1
44,Female,Urban,862119,674,303668,24,32,0,0
62,Female,Rural,587039,580,606682,12,19,5,0
52,Male,Urban,194794,537,665897,36,7,5,0
32,Female,Urban,1320823,808,178507,36,16,1,1
45,Male,Urban,757959,840,893826,60,4,2,1
52,Female,Urban,389463,848,673584,60,30,1,0
24,Female,Urban,1956079,536,306490,24,7,3,0
63,Male,Urban,1715632,666,340631,60,1,0,1
63,Male,Rural,343590,642,56812,24,0,0,1
37,Male,Urban,1891783,898,876829,24,25,2,1
49,Female,Rural,658183,846,278641,72,6,2,1
55,Male,Urban,110747,302,273079,48,11,2,0
57,Female,Rural,1691609,474,824538,36,13,0,0
49,Male,Rural,388701,489,923607,60,22,0,0
43,Female,Urban,1624058,612,436816,12,24,3,1
56,Male,Urban,778857,884,78442,24,24,0,1
37,Male,Urban,926165,859,378910,24,14,1,1
35,Male,Urban,1425064,319,601794,36,35,5,0
32,Male,Rural,1614290,508,434176,36,39,0,0
39,Male,Rural,1829161,408,134755,60,21,0,0
39,Female,Urban,1210576,716,338989,60,10,2,0
38,Male,Rural,1634621,426,192196,24,25,0,0
19,Female,Urban,1812392,369,58238,48,24,3,0
57,Male,Urban,766797,578,504092,72,40,1,1
60,Male,Urban,346137,345,203061,12,23,3,0
35,Male,Urban,1069597,325,280870,12,19,4,0
40,Female,Urban,729529,494,331794,24,5,5,0
30,Male,Rural,1865055,494,203213,36,24,1,0
58,Male,Urban,1400641,423,808094,72,14,4,0
26,Female,Urban,890242,879,335937,24,13,0,1
24,Male,Urban,996127,417,67484,24,24,2,0
58,Female,Urban,790202,619,352158,12,4,3,1
18,Male,Urban,1323763,498,761991,72,32,1,0
19,Male,Urban,1387383,696,824165,24,16,1,1
21,Female,Urban,716346,477,134591,72,32,2,0
31,Male,Urban,490312,342,576416,24,20,3,0
49,Male,Urban,606897,434,402127,36,30,2,0
53,Female,Urban,1070033,770,601356,48,10,5,0
19,Male,Urban,183754,747,203465,12,25,5,0
57,Female,Urban,766664,306,890671,48,32,4,0
31,Female,Urban,1534471,821,235772,72,12,5,0
37,Female,Urban,1502897,377,388088,36,29,0,0
42,Male,Rural,1371996,489,199553,60,40,4,0
59,Female,Urban,1557507,332,858265,72,32,2,0
25,Male,Urban,1835141,617,846396,72,22,1,0
45,Male,Rural,434900,416,201210,72,9,3,0
63,Female,Urban,579311,377,80580,24,5,1,0
38,Male,Urban,1930196,750,580321,48,33,2,1
40,Male,Rural,1026988,841,483320,24,37,2,1
49,Male,Rural,301497,423,263970,24,29,1,0
25,Female,Rural,1699087,847,385466,12,32,1,0
48,Male,Urban,765177,673,946753,48,20,1,0
54,Male,Urban,604054,443,361386,72,6,5,0
33,Female,Rural,1466071,892,830807,60,9,3,0
57,Female,Urban,259572,318,769224,12,6,0,0
59,Male,Rural,239452,462,591201,24,8,0,0
44,Female,Urban,1909907,593,839357,48,5,2,0
57,Male,Urban,431185,485,214701,48,3,3,0
58,Male,Urban,1621927,483,991754,12,30,1,0
35,Male,Urban,1884773,362,608232,60,25,0,0
52,Female,Urban,379231,475,587650,12,8,3,0
32,Male,Urban,1033297,621,828880,60,0,1,0
44,Female,Urban,633889,490,866485,12,37,3,0
34,Female,Urban,559591,350,795169,48,12,3,0
57,Male,Urban,209125,416,343040,24,29,4,0
19,Female,Urban,774309,607,487235,60,20,3,0
48,Male,Urban,1738933,634,259902,48,3,5,0
54,Male,Rural,505976,673,496808,60,7,5,0
58,Female,Urban,410957,620,83087,60,15,4,0
58,Female,Rural,1063166,727,552279,60,8,2,0
51,Female,Urban,983388,419,995083,72,13,5,0
51,Male,Urban,1752642,875,685026,12,8,3,0
20,Female,Rural,1388177,380,886669,72,31,5,0
34,Female,Urban,101341,595,636663,60,35,0,0
31,Male,Urban,1601764,899,496837,72,27,3,1
31,Female,Urban,1379573,870,682116,24,15,0,1
63,Female,Urban,520408,414,685504,60,11,1,0
55,Male,Rural,1889551,641,261304,12,31,0,1
52,Female,Rural,1892664,547,571064,60,16,2,0
18,Female,Rural,1021041,664,229572,12,9,3,0
65,Female,Urban,1367528,576,613202,48,4,4,0
46,Male,Rural,225080,390,161481,24,28,5,0
21,Female,Urban,1672444,548,269676,12,24,3,0
50,Female,Urban,1171989,346,317654,36,36,4,0
34,Male,Urban,1968448,505,473920,36,26,4,0
45,Female,Urban,837642,623,393613,48,7,3,0
43,Female,Rural,496295,888,630180,60,21,0,1
25,Male,Urban,1838087,560,952381,24,32,1,0
51,Male,Urban,550167,403,476666,72,7,0,0
35,Female,Rural,1533740,784,481885,48,6,0,1
48,Male,Rural,1073116,499,311103,60,30,2,0
44,Male,Urban,524327,594,460845,48,0,1,0
33,Male,Urban,1183631,638,328775,60,36,0,1
27,Female,Urban,211097,565,650864,60,2,5,0
57,Male,Urban,1214740,789,654531,36,27,1,1
29,Female,Urban,1248529,466,542373,48,9,4,0
39,Female,Urban,1929736,808,782105,60,33,5,0
33,Male,Urban,1142411,766,82317,72,21,3,1
29,Female,Urban,718522,458,936333,24,4,3,0
28,Female,Urban,393762,377,267546,24,32,3,0
37,Male,Urban,426432,772,754974,48,20,5,0
18,Female,Rural,1443198,819,382143,12,34,1,1
44,Male,Rural,1435451,432,538886,72,31,0,0
20,Male,Urban,1365876,561,605997,36,22,1,0
29,Male,Urban,978771,787,199496,72,23,3,1
47,Male,Urban,1708476,400,548237,36,22,5,0
26,Male,Rural,1453820,766,404841,24,33,0,1
54,Male,Urban,660316,789,746276,36,33,2,1
18,Male,Urban,1769948,726,309836,48,0,3,1
59,Female,Urban,1243445,554,804692,12,24,0,0
21,Male,Urban,1283431,656,124670,72,32,5,0
32,Female,Urban,210392,487,243739,48,30,0,0
44,Female,Rural,1493232,598,978284,24,12,4,0
25,Female,Urban,647542,737,877284,36,28,5,0
40,Female,Rural,1731974,764,991720,48,20,2,0
32,Female,Urban,1931453,802,765855,12,14,2,1
44,Female,Urban,429678,886,130211,72,20,5,0
48,Female,Rural,743213,891,96558,60,33,4,0
56,Male,Urban,156024,372,79691,36,3,5,0
64,Male,Urban,846831,414,695194,36,6,0,0
25,Female,Urban,1577616,402,844167,60,29,2,0
47,Female,Rural,437839,834,666307,36,34,5,0
59,Male,Urban,1628977,558,510220,48,17,2,0
35,Male,Rural,800063,881,926063,72,34,1,1
21,Male,Urban,965133,447,586815,72,30,0,0
64,Male,Rural,682821,506,702935,24,0,4,0
60,Female,Rural,469267,329,78118,36,38,3,0
39,Male,Urban,1591086,715,739351,24,10,4,1
20,Male,Rural,1402436,881,681169,24,4,1,0
32,Male,Urban,1734169,714,356586,72,34,1,0
52,Male,Urban,1568208,328,425587,48,26,3,0
64,Male,Rural,224960,577,983730,72,1,0,0
55,Female,Rural,521574,762,754808,60,29,5,0
50,Female,Urban,270687,384,454847,72,10,2,0
31,Female,Urban,475351,364,724270,36,21,4,0
65,Female,Rural,1467332,457,276924,12,18,4,0
18,Female,Urban,1774809,557,549165,36,18,3,0
43,Female,Rural,1904296,835,767498,48,5,0,1
25,Female,Rural,1324835,732,441001,48,40,0,1
33,Female,Urban,755326,752,310451,60,28,2,1
55,Female,Rural,1433830,560,942690,24,31,4,0
27,Female,Rural,1977900,825,483493,12,36,5,1
59,Male,Urban,1299294,503,609755,36,40,4,0
54,Male,Urban,180999,877,646482,12,36,3,0
43,Female,Rural,1556374,476,153028,24,21,4,0
45,Female,Urban,337374,856,201940,24,6,5,0
29,Female,Urban,406236,849,113556,12,28,0,1
37,Female,Urban,680003,750,119034,48,39,5,0
31,Female,Urban,645031,613,994086,24,39,0,0
63,Male,Urban,1624313,655,731456,72,26,2,0
52,Male,Urban,816570,365,592886,36,9,3,0
46,Male,Urban,515215,540,471382,12,3,4,0
29,Male,Urban,147001,806,356297,24,19,2,0
35,Female,Urban,953036,303,577138,48,25,5,0
61,Male,Rural,384585,738,603829,12,7,5,0
19,Male,Rural,432045,676,577565,48,35,0,1
19,Male,Urban,1931379,343,653572,36,37,0,0
34,Female,Urban,1691145,361,837216,60,5,2,0
27,Male,Urban,1289356,649,138006,12,29,1,1
35,Female,Urban,1900155,304,707171,36,31,1,0
39,Male,Urban,950503,343,370033,48,9,3,0
36,Male,Rural,1789975,694,935373,48,34,0,1
18,Female,Urban,1063123,800,741485,48,26,5,1
41,Female,Urban,1560164,372,361921,12,24,2,0
53,Female,Urban,121172,474,923255,36,28,5,0
42,Female,Urban,1660052,313,837333,48,13,1,0
53,Female,Urban,992876,318,908482,48,36,5,0
48,Female,Rural,1878817,824,157000,60,6,3,0
48,Male,Urban,1139821,832,952234,36,35,0,0
19,Female,Urban,1090128,534,673228,72,3,2,0
36,Female,Urban,1605978,877,393057,36,5,3,1
29,Female,Urban,606690,450,272295,60,19,4,0
27,Female,Urban,1511151,491,180783,48,26,4,0
48,Male,Rural,1093416,626,337078,24,37,3,0
62,Male,Urban,147718,670,561257,72,6,5,0
39,Female,Urban,1607329,304,483313,48,22,1,0
40,Male,Urban,431850,758,301284,24,40,3,1
40,Female,Urban,858743,788,162155,72,15,1,0
32,Female,Rural,1497980,332,191673,48,0,1,0
43,Female,Urban,511405,392,280225,36,30,2,0
20,Female,Urban,1815183,306,660026,72,18,0,0
40,Male,Urban,853575,728,179903,36,30,2,1
37,Female,Urban,1001046,548,681969,24,35,0,0
62,Male,Rural,1875867,372,329094,12,26,0,0
57,Male,Urban,1128922,433,505445,12,13,2,0
56,Female,Urban,1777781,354,374694,48,35,0,0
25,Male,Urban,173006,684,369304,60,28,1,1
35,Female,Urban,750607,566,405892,48,23,4,0
58,Male,Urban,1452609,662,74886,24,29,1,1
23,Female,Urban,372766,700,251114,24,33,5,0
44,Male,Rural,1526303,551,921546,36,33,3,0
53,Female,Urban,851779,500,218269,48,6,0,0
32,Female,Urban,1905344,864,578243,60,40,5,0
54,Female,Urban,396294,390,554729,48,31,2,0
22,Male,Rural,1327966,788,608807,48,34,4,1
56,Female,Rural,1250993,657,570264,48,1,2,0
26,Male,Urban,209973,563,505402,12,38,0,0
24,Female,Urban,329592,756,949142,60,30,4,0
58,Female,Rural,1625092,302,497204,48,37,0,0
37,Male,Urban,1215423,326,925715,12,25,0,0
27,Male,Urban,192531,349,321806,48,15,0,0
43,Male,Urban,470352,609,231955,60,36,3,1
21,Female,Urban,1823299,867,994347,36,39,4,0
55,Female,Rural,1066216,447,155654,12,1,5,0
41,Female,Rural,1245101,396,271360,24,36,5,0
31,Female,Rural,1463775,861,749866,24,38,3,0
58,Female,Urban,1952959,405,318112,12,7,1,0
18,Male,Urban,1377576,639,240823,24,10,3,0
34,Male,Urban,1960566,582,982485,24,7,1,0
62,Female,Rural,201996,317,425248,24,25,4,0
41,Female,Urban,831951,711,378938,60,18,2,0
44,Female,Rural,631251,652,146692,72,27,4,0
24,Male,Rural,196364,741,668635,24,3,1,0
26,Male,Urban,1665320,331,701751,36,10,4,0
60,Male,Urban,1292916,818,172624,60,33,4,0
52,Female,Urban,1379083,698,790636,12,10,3,1
29,Female,Urban,836107,718,763305,48,1,0,1
38,Male,Rural,1754364,479,663703,72,6,0,0
20,Female,Urban,961665,339,53122,12,10,0,0
32,Male,Rural,1964696,522,465197,60,27,3,0
38,Female,Urban,403829,861,182381,24,5,3,1
27,Female,Urban,1738468,389,111759,48,36,1,0
50,Male,Rural,1905066,537,851401,48,18,1,0
63,Male,Urban,152921,497,202754,72,35,5,0
23,Male,Urban,941047,542,873427,48,31,5,0
19,Female,Rural,1997633,710,943527,72,34,5,1
46,Female,Rural,1312852,487,782156,72,26,0,0
57,Male,Urban,1560841,899,696873,60,23,0,1
50,Male,Urban,281031,559,560151,12,22,3,0
21,Female,Urban,1072479,816,312750,36,11,4,1
21,Female,Urban,1048083,687,171425,48,9,5,0
46,Male,Urban,970025,776,569612,12,37,3,1
54,Male,Urban,1278905,436,443889,12,6,2,0
37,Female,Urban,313546,862,153738,36,6,0,0
58,Male,Urban,1504648,785,941892,36,13,5,1
40,Male,Rural,1915494,352,961136,60,17,3,0
62,Female,Rural,763467,499,635511,36,36,1,0
35,Female,Urban,1032166,715,773016,36,20,5,0
42,Female,Urban,1886479,843,329379,48,35,3,0
18,Male,Urban,386136,432,411255,12,40,5,0
32,Male,Urban,1033234,779,411390,36,16,5,0
51,Male,Rural,212047,452,684541,24,13,2,0
65,Female,Urban,1483246,665,221009,60,37,2,0
37,Female,Urban,1975517,377,117178,36,12,0,0
54,Female,Urban,578573,372,736758,36,7,0,0
44,Female,Urban,1925004,839,996196,36,6,5,0
39,Female,Urban,169052,797,695469,36,11,2,0
22,Male,Rural,686434,899,840057,60,39,1,0
51,Male,Urban,1120716,335,325245,48,32,4,0
56,Male,Urban,120156,530,562114,48,1,1,0
20,Male,Urban,1761145,789,304322,60,16,5,1
34,Male,Urban,1145702,878,500576,36,28,0,1
41,Female,Urban,1963041,832,777328,12,20,0,1
41,Male,Urban,1880937,594,331930,72,10,3,0
20,Female,Urban,1839613,341,676167,36,31,4,0
62,Female,Urban,1552078,828,338809,12,17,4,1
24,Male,Urban,1356702,798,138047,72,31,1,1
42,Male,Urban,1119714,865,640052,24,24,5,0
20,Male,Urban,1005957,404,282199,48,34,1,0
32,Male,Urban,468924,452,108499,48,10,3,0
46,Female,Urban,312158,704,836918,12,35,5,0
46,Female,Rural,1146552,318,822713,24,10,5,0
27,Female,Urban,1984781,712,164826,48,29,0,1
49,Male,Urban,1979811,354,480228,24,7,1,0
40,Male,Urban,1378382,478,683219,48,6,5,0
56,Female,Rural,1201380,499,755774,12,10,3,0
26,Male,Rural,910046,462,735802,48,9,2,0
54,Male,Urban,460197,624,155740,48,18,2,0
57,Female,Rural,1021426,423,641134,12,37,5,0
31,Male,Urban,965809,807,871172,60,7,3,0
21,Female,Rural,1261587,709,598227,60,4,2,1
37,Male,Urban,560133,552,730190,48,12,2,0
45,Male,Urban,642243,578,391263,60,17,5,0
31,Female,Urban,1447159,876,790210,36,28,2,1
61,Female,Urban,1171800,519,871351,60,4,0,0
51,Female,Rural,973629,545,694085,24,17,3,0
30,Male,Urban,1179031,890,422784,36,36,4,1
48,Female,Urban,1172013,368,617593,60,38,0,0
50,Male,Urban,1004998,794,765063,36,28,1,1
56,Male,Urban,571937,679,903469,72,29,2,1
45,Male,Rural,1098777,300,220831,36,24,5,0
42,Male,Rural,508121,442,855827,60,19,2,0
49,Female,Urban,1412116,393,720577,24,24,0,0
26,Male,Rural,1188723,366,878915,24,32,2,0
45,Female,Urban,1068035,753,592552,36,8,1,0
48,Female,Rural,1188883,304,192569,60,30,1,0
34,Female,Urban,1968502,580,597500,24,3,2,0
40,Female,Rural,306113,630,561279,72,33,4,0
30,Female,Urban,1577076,361,722062,60,5,3,0
27,Male,Rural,576540,441,705894,60,12,2,0
33,Female,Urban,1578501,900,545981,48,15,0,1
23,Female,Urban,717965,668,257148,48,10,3,0
65,Female,Rural,1078055,676,964305,48,12,3,0
28,Male,Urban,1332682,735,901935,72,5,1,0
20,Male,Rural,1129438,838,937810,60,13,5,0
45,Female,Urban,1173918,351,229446,72,31,2,0
58,Male,Rural,1402898,532,159332,12,19,0,0
32,Female,Urban,1264125,300,796759,60,40,0,0
30,Male,Urban,467726,688,900406,24,28,3,0
59,Male,Urban,341427,491,262483,24,37,3,0
62,Female,Rural,1411923,400,234538,24,24,0,0
34,Male,Rural,1255667,525,757107,12,11,2,0
24,Male,Rural,1229430,679,692871,36,27,2,1
45,Male,Rural,1777395,803,450111,60,22,2,1
55,Female,Rural,490998,728,382399,48,29,3,0
30,Male,Rural,1488931,670,897176,24,26,4,0
34,Male,Rural,1966301,317,191127,72,23,5,0
32,Female,Rural,1081641,826,188829,24,28,5,0
53,Male,Rural,224839,809,224900,36,15,4,0
45,Male,Urban,1322788,332,625600,36,3,2,0
32,Female,Urban,844287,543,420917,36,22,3,0
63,Female,Urban,670001,566,446994,60,35,3,0
28,Male,Urban,1123804,840,982787,24,19,3,0
48,Female,Urban,543832,819,749116,12,0,3,0
21,Female,Rural,1286904,841,611545,12,22,4,0
52,Male,Urban,762270,885,440368,36,23,4,0
51,Female,Urban,1245040,874,687876,12,8,5,0
44,Male,Urban,807844,428,639175,60,11,2,0
27,Male,Urban,1249282,820,73697,12,32,3,0
47,Female,Urban,1720457,610,903925,36,2,5,0
62,Male,Urban,668570,790,219242,12,16,5,0
37,Female,Urban,1119412,676,225005,24,1,4,0
46,Male,Urban,807171,302,776089,60,31,1,0
46,Male,Urban,1602482,813,87159,60,2,5,0
40,Male,Urban,1650998,743,858039,60,4,5,0
38,Male,Urban,149476,755,822749,24,22,0,0
65,Female,Urban,539968,358,422398,72,8,5,0
60,Female,Urban,880163,814,183822,24,20,1,0
27,Female,Urban,1151616,817,712406,24,13,1,1
58,Female,Urban,1478542,826,464346,48,38,1,1
29,Female,Rural,1067714,897,544238,60,20,1,1
47,Female,Rural,1959898,382,965128,72,27,5,0
50,Male,Rural,806089,541,355142,36,13,1,0
35,Female,Rural,526622,505,909263,12,34,4,0
31,Male,Urban,531833,898,292329,48,38,2,0
39,Female,Urban,788484,324,487051,12,39,0,0
38,Female,Urban,369397,460,621205,12,1,4,0
18,Male,Rural,1720682,492,712867,24,22,5,0
60,Female,Urban,1434320,416,253767,48,35,2,0
32,Female,Urban,401529,765,94731,36,35,1,1
53,Male,Urban,296904,863,178810,12,10,1,0
64,Female,Urban,1666540,772,534221,12,0,4,0
39,Male,Urban,1803629,826,228638,48,12,4,0
49,Female,Rural,942856,862,867649,36,35,2,0
63,Female,Rural,1433808,426,893164,36,22,1,0
50,Male,Urban,211686,617,440537,72,11,5,0
58,Male,Urban,911471,871,381825,36,5,0,1
56,Male,Urban,311539,500,657053,12,13,4,0
40,Male,Urban,411276,388,637005,24,21,2,0
60,Male,Rural,1997791,845,918872,48,36,0,1
19,Female,Urban,1692753,666,367783,36,30,0,0
19,Female,Urban,131483,822,651316,72,23,0,0
55,Female,Urban,410186,506,967714,24,5,4,0
46,Female,Urban,1252666,798,400748,36,3,2,1
63,Female,Rural,558017,584,613250,12,39,1,0
20,Female,Rural,1107829,822,426590,36,38,5,0
56,Female,Urban,1634654,684,896132,72,33,5,0
24,Female,Rural,648709,764,468983,12,20,1,0
53,Male,Urban,1830148,712,72975,48,28,2,1
46,Male,Rural,1206626,490,373250,12,33,4,0
54,Female,Rural,823098,870,252042,36,25,4,1
53,Male,Rural,902822,791,272179,72,40,0,1
40,Male,Rural,1066114,591,913327,60,5,2,0
62,Female,Rural,479884,359,67172,72,26,4,0
33,Female,Urban,774938,570,985139,24,37,0,0
65,Female,Urban,1076662,333,622187,12,12,3,0
48,Male,Urban,459550,315,241227,12,23,1,0
51,Female,Urban,230775,588,222069,60,17,1,0
18,Female,Urban,1228833,425,624645,36,11,3,0
35,Female,Rural,1294225,779,990677,24,0,3,0
57,Male,Urban,300355,331,60052,72,37,5,0
60,Female,Urban,972249,699,815894,24,28,1,0
32,Male,Urban,1210538,378,693436,72,13,4,0
65,Female,Urban,372134,839,544190,24,8,1,1
34,Female,Urban,993761,441,730434,24,36,4,0
61,Female,Urban,340590,515,444786,48,35,1,0
27,Female,Urban,1620493,676,737900,12,15,0,1
37,Female,Rural,1343422,458,519965,72,37,4,0
23,Male,Rural,1738957,321,917554,48,11,0,0
25,Male,Rural,1570789,324,171169,48,5,0,0
62,Male,Urban,1035677,857,386559,36,10,0,1
51,Female,Urban,1032068,341,144869,12,20,0,0
49,Female,Rural,406157,844,504375,72,18,1,0
59,Female,Urban,1462740,806,490221,36,34,5,0
21,Female,Rural,915964,645,159885,48,5,3,0
61,Male,Rural,455395,881,891769,36,21,2,1
56,Male,Rural,1585357,766,162874,48,23,0,1
37,Male,Rural,1688555,797,263134,60,28,1,1
41,Female,Urban,509754,611,997882,48,22,2,0
41,Female,Urban,531896,452,819800,12,27,1,0
43,Female,Urban,243340,613,836963,36,18,0,0
42,Male,Rural,802972,501,942739,24,5,1,0
53,Male,Urban,1155755,859,781968,24,20,2,1
24,Female,Rural,1410907,406,883720,12,24,3,0
27,Male,Urban,1167024,501,507105,36,4,5,0
64,Male,Rural,951889,763,241811,24,39,0,1
29,Male,Urban,966251,668,202262,36,19,0,1
18,Female,Urban,1650975,525,257117,24,22,0,0
42,Male,Rural,1305598,403,835660,12,2,5,0
33,Male,Urban,1654038,737,135799,24,38,5,0
22,Female,Urban,754344,876,837705,72,39,1,0
36,Male,Rural,328562,803,153793,24,11,4,1
21,Male,Urban,959765,745,103541,24,35,0,1
23,Female,Urban,753340,753,545504,12,18,0,0
43,Female,Rural,341268,446,532105,48,1,1,0
56,Male,Rural,682527,817,962742,36,20,1,0
56,Male,Urban,720952,670,602881,60,28,0,1
26,Male,Rural,1832494,751,714764,60,13,4,1
62,Female,Urban,735784,470,615401,24,18,1,0
31,Female,Urban,1627948,866,848322,36,6,1,0
65,Male,Urban,512462,680,373240,24,24,5,0
26,Male,Urban,1115211,545,585235,36,36,5,0
32,Male,Urban,1371529,746,459819,60,36,0,1
54,Male,Rural,1196057,532,880049,72,6,4,0
37,Male,Urban,725609,682,430077,24,22,2,1
25,Female,Rural,1173041,439,236577,24,4,5,0
49,Female,Urban,1237148,857,501735,36,20,2,0
64,Male,Urban,1194025,660,557229,72,23,5,0
38,Female,Urban,1002307,377,651713,48,3,0,0
58,Male,Urban,1429019,753,512985,24,10,4,0
36,Male,Rural,379515,858,848657,60,11,5,0
46,Female,Rural,1716130,743,200442,24,23,4,0
48,Male,Urban,1491507,868,648838,12,38,1,1
23,Female,Urban,1983537,362,923180,12,0,0,0
21,Female,Urban,1777744,585,245136,72,27,2,0
60,Female,Urban,648516,773,537376,48,1,1,0
46,Female,Urban,830441,383,802405,36,21,5,0
59,Male,Rural,1272449,304,58378,12,22,0,0
